article_title	article_doi	article_author	article_author_index_name	article_author_affiliation	article_page_range	article_pub_date	article_pub_year	issue_section	journal	volume	issue	issue_title	issue_page_range	issue_pub_date	issue_pub_year	publisher
Book Review: The Experiences of Ghanaian Live-In Caregivers in the United States	https://journals.sagepub.com/doi/full/10.1177/0197918318798563	Cati Coe	Coe, Cati	Rutgers University	1283-1286	September 10, 2018	2018	Book Reviews	International Migration Review	52	4	International Migration Review - Volume 52, Number 4, Dec 01, 2018		Dec 01, 2018	2018	Sage Publishing
Book Review: Porous Borders: Multiracial Migrations and the Law in the US-Mexico Borderlands	https://journals.sagepub.com/doi/full/10.1177/0197918318798589	Emmanuel Frimpong Boamah	Boamah, Emmanuel Frimpong	University at Buffalo, State University of New York	1284-1286	October 1, 2018	2018	Book Reviews	International Migration Review	52	4	International Migration Review - Volume 52, Number 4, Dec 01, 2018		Dec 01, 2018	2018	Sage Publishing
The World Economy and Contemporary Migration	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300201	Elsa M. Chaney	Chaney, Elsa M	Office of Women and Development Agency for International Development	204-212	Jun 1, 1979	1979	Foreword	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Acknowledgments	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300202	Elsa M. Chaney && Constance L. Sutton	Chaney, Elsa M && Sutton, Constance L	Office of Women and Development Agency For International Development && New York University	213-213	Jun 1, 1979	1979	Article	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
New York City and the New Caribbean Immigration: A Contextual Statement	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300203	Roy Simón Bryce-Laporte	Bryce-Laporte, Roy Simón	Smithsonian Institution	214-234	Jun 1, 1979	1979	Introduction	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
International Migration from the Dominican Republic: Findings from a National Survey	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300204	Antonio Ugalde && Frank D. Bean && Gilbert Cárdenas	Ugalde, Antonio && Bean, Frank D && Cárdenas, Gilbert	University of Texas, Austin && University of Texas, Austin && University of Texas, Austin	235-254	Jun 1, 1979	1979	Article	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Garifuna Settlement in New York: A New Frontier	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300205	Nancie L. González	González, Nancie L	University of Maryland	255-263	Jun 1, 1979	1979	Article	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Dominican Family Networks and United States Immigration Policy: A Case Study	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300206	Vivian Garrison && Carol I. Weiss	Garrison, Vivian && Weiss, Carol I	CMDNJ-New Jersey Medical School && Sociomedical-Sciences, Columbia University	264-283	Jun 1, 1979	1979	Article	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
West Indians in New York City and London: A Comparative Analysis	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300207	Nancy Foner	Foner, Nancy		284-297	Jun 1, 1979	1979	Article	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Language and Identity: Haitians in New York City	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300208	Susan Huelsebusch Buchanan	Buchanan, Susan Huelsebusch	New York University	298-313	Jun 1, 1979	1979	Article	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Formal and Informal Associations: Dominicans and Colombians in New York	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300209	Saskia Sassen-Koob	Sassen-Koob, Saskia	Queens College, City University of New York	314-332	Jun 1, 1979	1979	Article	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Emigration Studies in Italy: 1975–1978	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300210	S. M. Tomasi	Tomasi, S M	Center for Migration Studies, New York	333-346	Jun 1, 1979	1979	Documentation	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
New Asylum Regulations	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300211	Austin T. Fragomen, Jr.	Fragomen, Austin T Jr	New York University School of Law	347-351	Jun 1, 1979	1979	Legislative and Judicial Developments	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: From Vietnam to America: A Chronicle of the Vietnamese Immigration to the United States	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300212	Barry N. Stein	Stein, Barry N	Michigan State University, East Lansing	352-353	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Case Studies in Bilingual Education	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300213	Joshua A. Fishman	Fishman, Joshua A	Yeshiva University, New York	353-354	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Manpower and Immigration Policies in the United States	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300214	A.J. Jaffe	Jaffe, AJ	Columbia University, New York	354-355	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Rx: Spiritist as Needed: A Study of a Puerto Rican Community Mental Health Resource	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300215	Olga J. Wagenheim	Wagenheim, Olga J	Rutgers University, Newark	355-356	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Refugees from Militarism: Draft-age Americans in Canada	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300216	Jean Burnet	Burnet, Jean	Glendon College, York University	356-357	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Czechs and Slovaks in North America: A Bibliography	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300217	Joseph F. Zacek	Zacek, Joseph F	SUNY at Albany	357-358	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Norwegian-American Studies. Vol. XXVII	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300218	Arlow W. Andersen	Andersen, Arlow W	University of Wisconsin, Oshkosh	358-359	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Chinese Exclusion versus the Open Door, 1900–1906: Clashes over China Policy in the Roosevelt Era	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300219	Roger Daniels	Daniels, Roger	University of Cincinnati, Ohio	359-360	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Identities: The Impact of Ethnicity on Canadian Society	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300220	Zenon Pohorecky	Pohorecky, Zenon	University of Saskatchewan, Canada	360-361	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: British Immigrants and Australia: A Psycho-social Inquiry	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300221	Frank W. Lewins	Lewins, Frank W	Australian National University, Canberra	361-362	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Colombia: Distribution Espacial de la Población	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300222	Michael B. Whiteford	Whiteford, Michael B	Iowa State University, Ames	362-364	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Deutsche Amerikaauswanderung im 19. Jahrhundert. Sozialgeschichtliche Beiträge	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300223	Leo Scheiben	Scheiben, Leo	University of Illinois, Chicago	364-365	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: The Economics and Politics of Racial Accommodation	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300224	Alan Moriyama	Moriyama, Alan	U.C.L.A. Asian American Studies Center	365-367	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Law and Population in Senegal: A Survey of Legislation	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300225	Donald F. Heisel	Heisel, Donald F	Population Division, United Nations	367-368	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Book Review: Racial and Ethnic Relations	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300226	Jerome Krase	Krase, Jerome	Brooklyn College, New York	368-369	Jun 1, 1979	1979	Book Reviews	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Review of Reviews	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300227				370-386	Jun 1, 1979	1979	Article	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
International Newsletter on Migration	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300228				387-391	Jun 1, 1979	1979	Article	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Books Received	https://journals.sagepub.com/doi/pdf/10.1177/019791837901300229				392-395	Jun 1, 1979	1979	Article	International Migration Review	13	2	International Migration Review - Volume 13, Number 2, Jun 01, 1979		Jun 01, 1979	1979	Sage Publishing
Economic Incorporation, Civil Inclusion, and Social Ties: Plans to Return Home among Central Asian Migrant Women in Moscow, Russia	https://journals.sagepub.com/doi/pdf/10.1111/imre.12117	Victor Agadjanian && Evgenia Gorina && Cecilia Menjívar	Agadjanian, Victor && Gorina, Evgenia && Menjívar, Cecilia	Arizona State University && University of Texas && Arizona State University	577-603	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
Bringing in State Regulations, Private Brokers, and Local Employers: A Meso-Level Analysis of Labor Trafficking in Israel	https://journals.sagepub.com/doi/pdf/10.1111/imre.12109	Adriana Kemp && Rebeca Raijman	Kemp, Adriana && Raijman, Rebeca	Tel Aviv University && Haifa University	604-642	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
Conceptualizing Transnational Engagements: A Structure and Agency Perspective on (Hometown) Transnationalism	https://journals.sagepub.com/doi/pdf/10.1111/imre.12105	Thomas Lacroix	Lacroix, Thomas	University of Poitiers University of Oxford	643-679	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
Transnationalism and Ethnic Identification among Adolescent Children of Immigrants in the Netherlands, Germany, England, and Sweden	https://journals.sagepub.com/doi/pdf/10.1111/imre.12084	Paulien Schimmer && Frank van Tubergen	Schimmer, Paulien && van Tubergen, Frank	Utrecht University && Utrecht University & King Abdulaziz University	680-709	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
Mobilization by Different Means: Nativity and GOTV in the United States	https://journals.sagepub.com/doi/pdf/10.1111/imre.12067	Melissa R. Michelson && Lisa García Bedolla	Michelson, Melissa R && Bedolla, Lisa García	Menlo College && University of California, Berkeley	710-727	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
The Decline of International Migration as an Economic Force in Rural Areas: A Mexican Case Study	https://journals.sagepub.com/doi/pdf/10.1111/imre.12085	Richard C. Jones	Jones, Richard C	The University of Texas at San Antonio	728-761	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
English Language Proficiency among the Foreign Born in the United States, 1980–2007: Duration, Age, Cohort Effects	https://journals.sagepub.com/doi/pdf/10.1111/imre.12060	Veena S. Kulkarni && Xiaohan Hu	Kulkarni, Veena S && Hu, Xiaohan	Department of Criminology, Sociology, and Geography, Arkansas State University && Mercer, Washington, D.C.	762-800	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
Immigration Policy in Australia, Canada, New Zealand, and the United States: An Overview of Recent Trends	https://journals.sagepub.com/doi/pdf/10.1111/imre.12128	Ather H. Akbari && Martha MacDonald	Akbari, Ather H && MacDonald, Martha	Saint Mary's University, Canada && Saint Mary's University, Canada	801-822	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
U.S. Immigration Policy at a Crossroads: Should the U.S. Continue Its Family-Friendly Policy?	https://journals.sagepub.com/doi/pdf/10.1111/imre.12122	Harriet Duleep && Mark Regets	Duleep, Harriet && Regets, Mark	College of William & Mary && National Science Foundation	823-845	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
New Directions in Immigration Policy: Canada's Evolving Approach to the Selection of Economic Immigrants	https://journals.sagepub.com/doi/pdf/10.1111/imre.12121	Ana M. Ferrer && Garnett Picot && William Craig Riddell	Ferrer, Ana M && Picot, Garnett && Riddell, William Craig	University of Waterloo && Queens University && University of British Columbia	846-867	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
Change and Continuity in Australian International Migration Policy	https://journals.sagepub.com/doi/pdf/10.1111/imre.12120	Graeme Hugo	Hugo, Graeme	University of Adelaide	868-890	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
Competing for Talent: Diffusion of An Innovation in New Zealand's Immigration Policy	https://journals.sagepub.com/doi/pdf/10.1111/imre.12123	Richard Bedford && Paul Spoonley	Bedford, Richard && Spoonley, Paul	Auckland University of Technology && Massey University	891-911	July 19, 2018	2018	Article	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
Book Review: Humane Migration: Establishing Legitimacy and Rights for Displaced People	https://journals.sagepub.com/doi/pdf/10.1111/imre.12124	Fran Ansley	Ansley, Fran	College of Law, University of Tennessee	912-913	July 19, 2018	2018	Book Reviews	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
Book Review: Survival Migration: Failed Governance and the Crisis of Displacement	https://journals.sagepub.com/doi/pdf/10.1111/imre.12125	Simon Turner	Turner, Simon	Aalborg University	914-915	July 19, 2018	2018	Book Reviews	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
Book Review: Values and Vulnerabilities: The Ethics of Research with Refugees and Asylum Seekers	https://journals.sagepub.com/doi/pdf/10.1111/imre.12126	Kate Coddington	Coddington, Kate	Durham University	916-917	July 19, 2018	2018	Book Reviews	International Migration Review	48	3	International Migration Review - Volume 48, Number 3, Sep 01, 2014		Sep 01, 2014	2014	Sage Publishing
Preface	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100401				797-797	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Immigration Theory for a New Century: Some Problems and Opportunities	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100402	Alejandro Portes	Portes, Alejandro	Princeton University	799-825	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Rethinking Assimilation Theory for a New Era of Immigration	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100403	Richard Alba && Victor Nee	Alba, Richard && Nee, Victor	State University of New York at Albany && Cornell University	826-874	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Toward a Reconciliation of “Assimilation” and “Pluralism”: The Interplay of Acculturation and Ethnic Retention	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100404	Herbert J. Gans	Gans, Herbert J	Columbia University	875-892	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Second Generation Decline? Children of Immigrants, past and Present –A Reconsideration	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100405	Joel Perlmann && Roger Waldinger	Perlmann, Joel && Waldinger, Roger	Jerome Levy Economics Institute of Bard College && University of California, Los Angeles	893-922	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Assimilation and its Discontents: Between Rhetoric and Reality	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100406	Ruben G. Rumbaut	Rumbaut, Ruben G	Michigan State University	923-960	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
The Immigrant Family: Cultural Legacies and Cultural Changes	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100407	Nancy Foner	Foner, Nancy	State University of New York, Purchase	961-974	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Segmented Assimilation: Issues, Controversies, and Recent Research on the New Second Generation	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100408	Min Zhou	Zhou, Min	University of California, Los Angeles	975-1008	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Face the Nation: Race, Immigration, and the Rise of Nativism in Late Twentieth Century America	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100409	George J. Sanchez	Sanchez, George J	University of Southern California	1009-1030	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Neo-Isolationism, Balanced-Budget Conservatism, and the Fiscal Impacts of Immigrants	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100410	Gregory A. Huber && Thomas J. Espenshade	Huber, Gregory A && Espenshade, Thomas J	Princeton University && Princeton University	1031-1054	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Immigration Reform and the Browning of America: Tensions, Conflicts and Community Instability in Metropolitan Los Angeles	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100411	James H. Johnson, Jr. && Walter C. Farrell, Jr. && Chandra Guinn	Johnson, James H Jr && Farrell, Walter C Jr && Guinn, Chandra	University of North Carolina at Chapel Hill && University of Wisconsin at Milwaukee && University of North Carolina at Chapel Hill	1055-1095	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Everything Old is New Again? Processes and Theories of Immigrant Incorporation	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100412	Josh Dewind && Philip Kasinitz	Dewind, Josh && Kasinitz, Philip	Social Science Research Council && Hunter College, CUNY	1096-1111	Dec 1, 1997	1997	Article	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Mexico-United States Labor Migration Flows	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100413	Jorge A. Bustamante	Bustamante, Jorge A	El Colegio de la Frontera Norte	1112-1121	Dec 1, 1997	1997	Research Note	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: The New Americans: Economic, Demographic, and Fiscal Effects of Immigration	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100414	John Isbister	Isbister, John	University of California at Santa Cruz	1122-1123	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Strangers to the Constitution: Immigrants, Borders, and Fundamental Law	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100415	Mark Gibney	Gibney, Mark	Purdue University	1124-1125	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Borders, Nations and States: Frontiers of Sovereignty in the New Europe	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100416	Yasmeen Abu-Laban	Abu-Laban, Yasmeen	The University of Alberta	1125-1125	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: The State of the World's Refugees 1995 – in Search of Solutions	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100417	Johnathan Bascom	Bascom, Johnathan	East Carolina University	1126-1126	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Multicultural Citizenship: A Liberal Theory of Minority Rights	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100418	Gaston A. Fernandez	Fernandez, Gaston A	Indiana State University	1126-1127	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Meanings of Multiethnicity: A Case-Study of Ethnicity and Ethnic Relations in Singapore	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100419	Voon Chin Phua	Phua, Voon Chin	Brown University	1128-1128	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: China's Brain Drain to the United States	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100420	Qirong Li	Li, Qirong	Central China Normal University	1128-1129	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: The Militarization of the U.S. Mexico Border 1978–1992: Low-Intensity Conflict Doctrine Comes Home	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100421	George C. Kiser	Kiser, George C	Illinois State University	1129-1130	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Latinos in the United States	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100422	Mary Elizabeth Brown	Brown, Mary Elizabeth	Marymount Manhattan College	1130-1131	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Walls and Mirrors: Mexican Americans, Mexican Immigrants and the Politics of Ethnicity	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100423	Estevan T. Flores	Flores, Estevan T	University of Colorado, Boulder	1131-1132	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Still the Promised City? African Americans and New Immigrants in Postindustrial New York	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100424	Marilyn Fernandez	Fernandez, Marilyn	Santa Clara University	1132-1133	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Haitian Immigrants in Black America: A Sociological and Sociolinguistic Portrait	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100425	Patrick Bellegarde-Smith	Bellegarde-Smith, Patrick	University of Wisconsin-Milwaukee	1133-1133	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Audacious Women: Early British Mormon Immigrants	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100426	Timothy Walch	Walch, Timothy	Hoover Presidential Library	1133-1134	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Los Dos Mundos: Rural Mexican Americans, Another America	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100427	Rodolfo O. De La Garza	de la Garza, Rodolfo O	University of Texas at Austin	1134-1135	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Asian Americans and the Law: Historical and Contemporary Perspectives	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100428	Mary Elizabeth Brown	Brown, Mary Elizabeth	Marymount Manhattan College	1135-1136	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: The Jewish People in America	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100429	Mary Elizabeth Brown	Brown, Mary Elizabeth	Marymount Manhattan College	1136-1138	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100430	Norman A. Kanter	Kanter, Norman A	Center for Migration Studies	1137-1137	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
Book Review: Racism, Ethnicity and Politics in Contemporary Europe	https://journals.sagepub.com/doi/pdf/10.1177/019791839703100431	Stephen Castles	Castles, Stephen	University of Wollongong	1138-1138	Dec 1, 1997	1997	Book Reviews	International Migration Review	31	4	International Migration Review - Volume 31, Number 4, Dec 01, 1997		Dec 01, 1997	1997	Sage Publishing
